project,directory,in_weight,in_degree,out_weight,out_degree,static_hub_score
openstack/cinder,OpenSSL,2.0,1.0,0.0,0.0,1.0
openstack/cinder,__future__,25.0,8.0,0.0,0.0,8.0
openstack/cinder,__original_module_threading,5.0,2.0,0.0,0.0,2.0
openstack/cinder,_io,1.0,1.0,0.0,0.0,1.0
openstack/cinder,abc,15.0,6.0,0.0,0.0,6.0
openstack/cinder,alembic,9.0,2.0,0.0,0.0,2.0
openstack/cinder,ast,17.0,3.0,0.0,0.0,3.0
openstack/cinder,barbicanclient,1.0,1.0,0.0,0.0,1.0
openstack/cinder,base64,11.0,2.0,0.0,0.0,2.0
openstack/cinder,binascii,8.0,3.0,0.0,0.0,3.0
openstack/cinder,boto3,1.0,1.0,0.0,0.0,1.0
openstack/cinder,botocore,5.0,2.0,0.0,0.0,2.0
openstack/cinder,builtins,1.0,1.0,0.0,0.0,1.0
openstack/cinder,bz2,5.0,2.0,0.0,0.0,2.0
openstack/cinder,capacity,1.0,1.0,0.0,0.0,1.0
openstack/cinder,castellan,30.0,5.0,0.0,0.0,5.0
openstack/cinder,cinder,4.0,2.0,305.0,75.0,77.0
openstack/cinder,cinder/api,216.0,4.0,532.0,51.0,55.0
openstack/cinder,cinder/backup,49.0,6.0,182.0,67.0,73.0
openstack/cinder,cinder/brick,5.0,2.0,10.0,10.0,12.0
openstack/cinder,cinder/cmd,11.0,2.0,153.0,45.0,47.0
openstack/cinder,cinder/common,119.0,10.0,15.0,12.0,22.0
openstack/cinder,cinder/compute,8.0,4.0,16.0,10.0,14.0
openstack/cinder,cinder/context,282.0,10.0,0.0,0.0,10.0
openstack/cinder,cinder/coordination,48.0,6.0,0.0,0.0,6.0
openstack/cinder,cinder/db,196.0,13.0,104.0,23.0,36.0
openstack/cinder,cinder/exception,566.0,18.0,0.0,0.0,18.0
openstack/cinder,cinder/flow_utils,10.0,2.0,0.0,0.0,2.0
openstack/cinder,cinder/group,15.0,2.0,24.0,13.0,15.0
openstack/cinder,cinder/i18n,301.0,17.0,0.0,0.0,17.0
openstack/cinder,cinder/image,54.0,4.0,79.0,38.0,42.0
openstack/cinder,cinder/interface,101.0,4.0,5.0,4.0,8.0
openstack/cinder,cinder/keymgr,8.0,5.0,29.0,14.0,19.0
openstack/cinder,cinder/manager,6.0,4.0,0.0,0.0,4.0
openstack/cinder,cinder/message,34.0,7.0,7.0,6.0,13.0
openstack/cinder,cinder/objects,390.0,13.0,97.0,18.0,31.0
openstack/cinder,cinder/policies,98.0,7.0,36.0,4.0,11.0
openstack/cinder,cinder/policy,12.0,6.0,0.0,0.0,6.0
openstack/cinder,cinder/privsep,10.0,2.0,10.0,4.0,6.0
openstack/cinder,cinder/quota,38.0,9.0,0.0,0.0,9.0
openstack/cinder,cinder/quota_utils,9.0,5.0,0.0,0.0,5.0
openstack/cinder,cinder/rpc,28.0,9.0,0.0,0.0,9.0
openstack/cinder,cinder/scheduler,44.0,7.0,134.0,39.0,46.0
openstack/cinder,cinder/service,14.0,5.0,0.0,0.0,5.0
openstack/cinder,cinder/service_auth,7.0,5.0,0.0,0.0,5.0
openstack/cinder,cinder/ssh_utils,19.0,4.0,0.0,0.0,4.0
openstack/cinder,cinder/tests,0.0,0.0,3825.0,137.0,137.0
openstack/cinder,cinder/transfer,6.0,3.0,20.0,16.0,19.0
openstack/cinder,cinder/utils,153.0,12.0,0.0,0.0,12.0
openstack/cinder,cinder/version,18.0,5.0,0.0,0.0,5.0
openstack/cinder,cinder/volume,842.0,13.0,2296.0,124.0,137.0
openstack/cinder,cinder/wsgi,6.0,3.0,20.0,15.0,18.0
openstack/cinder,cinder/zonemanager,63.0,3.0,101.0,19.0,22.0
openstack/cinder,collections,35.0,8.0,0.0,0.0,8.0
openstack/cinder,contextlib,15.0,6.0,0.0,0.0,6.0
openstack/cinder,copy,77.0,5.0,0.0,0.0,5.0
openstack/cinder,cryptography,11.0,3.0,0.0,0.0,3.0
openstack/cinder,cursive,2.0,1.0,0.0,0.0,1.0
openstack/cinder,datetime,60.0,11.0,0.0,0.0,11.0
openstack/cinder,ddt,181.0,1.0,0.0,0.0,1.0
openstack/cinder,decimal,1.0,1.0,0.0,0.0,1.0
openstack/cinder,decorator,2.0,2.0,0.0,0.0,2.0
openstack/cinder,distutils,1.0,1.0,0.0,0.0,1.0
openstack/cinder,enum,6.0,3.0,0.0,0.0,3.0
openstack/cinder,errno,24.0,6.0,0.0,0.0,6.0
openstack/cinder,eventlet,67.0,8.0,0.0,0.0,8.0
openstack/cinder,fcntl,1.0,1.0,0.0,0.0,1.0
openstack/cinder,filecmp,4.0,1.0,0.0,0.0,1.0
openstack/cinder,fixtures,13.0,1.0,0.0,0.0,1.0
openstack/cinder,fnmatch,3.0,2.0,0.0,0.0,2.0
openstack/cinder,functools,30.0,7.0,0.0,0.0,7.0
openstack/cinder,gettext,1.0,1.0,0.0,0.0,1.0
openstack/cinder,glanceclient,5.0,3.0,0.0,0.0,3.0
openstack/cinder,glob,2.0,2.0,0.0,0.0,2.0
openstack/cinder,google,2.0,1.0,0.0,0.0,1.0
openstack/cinder,google_auth_httplib2,1.0,1.0,0.0,0.0,1.0
openstack/cinder,googleapiclient,4.0,2.0,0.0,0.0,2.0
openstack/cinder,hacking,1.0,1.0,0.0,0.0,1.0
openstack/cinder,hashlib,11.0,4.0,0.0,0.0,4.0
openstack/cinder,heapq,2.0,1.0,0.0,0.0,1.0
openstack/cinder,hmac,1.0,1.0,0.0,0.0,1.0
openstack/cinder,hpe3parclient,6.0,1.0,0.0,0.0,1.0
openstack/cinder,http,95.0,3.0,0.0,0.0,3.0
openstack/cinder,importlib,2.0,2.0,0.0,0.0,2.0
openstack/cinder,importlib_metadata,1.0,1.0,0.0,0.0,1.0
openstack/cinder,infi,2.0,1.0,0.0,0.0,1.0
openstack/cinder,infinisdk,1.0,1.0,0.0,0.0,1.0
openstack/cinder,inspect,18.0,7.0,0.0,0.0,7.0
openstack/cinder,io,12.0,3.0,0.0,0.0,3.0
openstack/cinder,ipaddress,5.0,1.0,0.0,0.0,1.0
openstack/cinder,iso8601,12.0,2.0,0.0,0.0,2.0
openstack/cinder,itertools,10.0,8.0,0.0,0.0,8.0
openstack/cinder,json,84.0,6.0,0.0,0.0,6.0
openstack/cinder,jsonschema,2.0,1.0,0.0,0.0,1.0
openstack/cinder,keystoneauth1,22.0,7.0,0.0,0.0,7.0
openstack/cinder,keystoneclient,1.0,1.0,0.0,0.0,1.0
openstack/cinder,keystonemiddleware,1.0,1.0,0.0,0.0,1.0
openstack/cinder,linstor,1.0,1.0,0.0,0.0,1.0
openstack/cinder,logging,13.0,5.0,0.0,0.0,5.0
openstack/cinder,lxml,13.0,2.0,0.0,0.0,2.0
openstack/cinder,math,44.0,7.0,0.0,0.0,7.0
openstack/cinder,migrate,9.0,2.0,0.0,0.0,2.0
openstack/cinder,moto,1.0,1.0,0.0,0.0,1.0
openstack/cinder,multiprocessing,1.0,1.0,0.0,0.0,1.0
openstack/cinder,novaclient,4.0,2.0,0.0,0.0,2.0
openstack/cinder,oauth2client,2.0,2.0,0.0,0.0,2.0
openstack/cinder,operator,6.0,3.0,0.0,0.0,3.0
openstack/cinder,os,112.0,13.0,0.0,0.0,13.0
openstack/cinder,os_brick,35.0,5.0,0.0,0.0,5.0
openstack/cinder,os_win,5.0,3.0,0.0,0.0,3.0
openstack/cinder,oslo_concurrency,76.0,9.0,0.0,0.0,9.0
openstack/cinder,oslo_config,257.0,18.0,0.0,0.0,18.0
openstack/cinder,oslo_context,1.0,1.0,0.0,0.0,1.0
openstack/cinder,oslo_db,28.0,6.0,0.0,0.0,6.0
openstack/cinder,oslo_i18n,2.0,2.0,0.0,0.0,2.0
openstack/cinder,oslo_log,327.0,20.0,0.0,0.0,20.0
openstack/cinder,oslo_messaging,20.0,6.0,0.0,0.0,6.0
openstack/cinder,oslo_middleware,3.0,3.0,0.0,0.0,3.0
openstack/cinder,oslo_policy,42.0,4.0,0.0,0.0,4.0
openstack/cinder,oslo_privsep,5.0,3.0,0.0,0.0,3.0
openstack/cinder,oslo_reports,10.0,2.0,0.0,0.0,2.0
openstack/cinder,oslo_serialization,77.0,8.0,0.0,0.0,8.0
openstack/cinder,oslo_service,42.0,8.0,0.0,0.0,8.0
openstack/cinder,oslo_upgradecheck,2.0,2.0,0.0,0.0,2.0
openstack/cinder,oslo_utils,530.0,19.0,0.0,0.0,19.0
openstack/cinder,oslo_versionedobjects,34.0,4.0,0.0,0.0,4.0
openstack/cinder,oslo_vmware,22.0,2.0,0.0,0.0,2.0
openstack/cinder,oslotest,2.0,1.0,0.0,0.0,1.0
openstack/cinder,packaging,8.0,2.0,0.0,0.0,2.0
openstack/cinder,paramiko,12.0,3.0,0.0,0.0,3.0
openstack/cinder,paste,2.0,1.0,0.0,0.0,1.0
openstack/cinder,pbr,1.0,1.0,0.0,0.0,1.0
openstack/cinder,platform,8.0,2.0,0.0,0.0,2.0
openstack/cinder,posixpath,4.0,2.0,0.0,0.0,2.0
openstack/cinder,pprint,2.0,2.0,0.0,0.0,2.0
openstack/cinder,psutil,3.0,3.0,0.0,0.0,3.0
openstack/cinder,purestorage,1.0,1.0,0.0,0.0,1.0
openstack/cinder,pyclbr,1.0,1.0,0.0,0.0,1.0
openstack/cinder,pycodestyle,1.0,1.0,0.0,0.0,1.0
openstack/cinder,pyparsing,1.0,1.0,0.0,0.0,1.0
openstack/cinder,pytz,12.0,3.0,0.0,0.0,3.0
openstack/cinder,pywbem,1.0,1.0,0.0,0.0,1.0
openstack/cinder,pyxcli,9.0,1.0,0.0,0.0,1.0
openstack/cinder,rados,2.0,2.0,0.0,0.0,2.0
openstack/cinder,random,46.0,7.0,0.0,0.0,7.0
openstack/cinder,rbd,2.0,2.0,0.0,0.0,2.0
openstack/cinder,rbd_iscsi_client,3.0,1.0,0.0,0.0,1.0
openstack/cinder,re,87.0,11.0,0.0,0.0,11.0
openstack/cinder,requests,81.0,4.0,0.0,0.0,4.0
openstack/cinder,routes,2.0,2.0,0.0,0.0,2.0
openstack/cinder,rsd_lib,1.0,1.0,0.0,0.0,1.0
openstack/cinder,rtslib_fb,2.0,2.0,0.0,0.0,2.0
openstack/cinder,select,1.0,1.0,0.0,0.0,1.0
openstack/cinder,shlex,2.0,1.0,0.0,0.0,1.0
openstack/cinder,shutil,14.0,4.0,0.0,0.0,4.0
openstack/cinder,six,150.0,4.0,0.0,0.0,4.0
openstack/cinder,socket,22.0,5.0,0.0,0.0,5.0
openstack/cinder,sqlalchemy,50.0,3.0,0.0,0.0,3.0
openstack/cinder,sqlalchemy_utils,1.0,1.0,0.0,0.0,1.0
openstack/cinder,ssl,2.0,1.0,0.0,0.0,1.0
openstack/cinder,stat,7.0,4.0,0.0,0.0,4.0
openstack/cinder,stevedore,2.0,2.0,0.0,0.0,2.0
openstack/cinder,storops,8.0,1.0,0.0,0.0,1.0
openstack/cinder,storpool,4.0,1.0,0.0,0.0,1.0
openstack/cinder,string,12.0,3.0,0.0,0.0,3.0
openstack/cinder,subprocess,2.0,2.0,0.0,0.0,2.0
openstack/cinder,suds,13.0,2.0,0.0,0.0,2.0
openstack/cinder,sushy,1.0,1.0,0.0,0.0,1.0
openstack/cinder,swiftclient,5.0,2.0,0.0,0.0,2.0
openstack/cinder,sys,43.0,9.0,0.0,0.0,9.0
openstack/cinder,tabulate,2.0,2.0,0.0,0.0,2.0
openstack/cinder,taskflow,34.0,4.0,0.0,0.0,4.0
openstack/cinder,tempfile,25.0,4.0,0.0,0.0,4.0
openstack/cinder,tenacity,1.0,1.0,0.0,0.0,1.0
openstack/cinder,testtools,4.0,1.0,0.0,0.0,1.0
openstack/cinder,textwrap,3.0,3.0,0.0,0.0,3.0
openstack/cinder,threading,17.0,3.0,0.0,0.0,3.0
openstack/cinder,time,72.0,8.0,0.0,0.0,8.0
openstack/cinder,tooz,3.0,2.0,0.0,0.0,2.0
openstack/cinder,traceback,7.0,2.0,0.0,0.0,2.0
openstack/cinder,types,3.0,1.0,0.0,0.0,1.0
openstack/cinder,typing,111.0,9.0,0.0,0.0,9.0
openstack/cinder,unicodedata,3.0,2.0,0.0,0.0,2.0
openstack/cinder,unittest,368.0,2.0,0.0,0.0,2.0
openstack/cinder,urllib,14.0,4.0,0.0,0.0,4.0
openstack/cinder,urllib2,1.0,1.0,0.0,0.0,1.0
openstack/cinder,urllib3,3.0,1.0,0.0,0.0,1.0
openstack/cinder,uuid,59.0,4.0,0.0,0.0,4.0
openstack/cinder,warnings,3.0,3.0,0.0,0.0,3.0
openstack/cinder,weakref,1.0,1.0,0.0,0.0,1.0
openstack/cinder,webob,128.0,5.0,0.0,0.0,5.0
openstack/cinder,xml,5.0,2.0,0.0,0.0,2.0
openstack/cinder,yaml,1.0,1.0,0.0,0.0,1.0
openstack/cinder,zlib,7.0,2.0,0.0,0.0,2.0
openstack/cinder,zstd,4.0,2.0,0.0,0.0,2.0
openstack/glance,__original_module_threading,2.0,1.0,0.0,0.0,1.0
openstack/glance,abc,4.0,4.0,0.0,0.0,4.0
openstack/glance,alembic,20.0,3.0,0.0,0.0,3.0
openstack/glance,argparse,2.0,1.0,0.0,0.0,1.0
openstack/glance,atexit,3.0,2.0,0.0,0.0,2.0
openstack/glance,base64,1.0,1.0,0.0,0.0,1.0
openstack/glance,builtins,1.0,1.0,0.0,0.0,1.0
openstack/glance,calendar,2.0,2.0,0.0,0.0,2.0
openstack/glance,castellan,4.0,2.0,0.0,0.0,2.0
openstack/glance,cinderclient,1.0,1.0,0.0,0.0,1.0
openstack/glance,collections,8.0,6.0,0.0,0.0,6.0
openstack/glance,configparser,2.0,1.0,0.0,0.0,1.0
openstack/glance,contextlib,3.0,2.0,0.0,0.0,2.0
openstack/glance,copy,16.0,7.0,0.0,0.0,7.0
openstack/glance,cryptography,7.0,3.0,0.0,0.0,3.0
openstack/glance,cursive,7.0,3.0,0.0,0.0,3.0
openstack/glance,datetime,25.0,6.0,0.0,0.0,6.0
openstack/glance,ddt,2.0,1.0,0.0,0.0,1.0
openstack/glance,debtcollector,1.0,1.0,0.0,0.0,1.0
openstack/glance,defusedxml,3.0,2.0,0.0,0.0,2.0
openstack/glance,errno,6.0,3.0,0.0,0.0,3.0
openstack/glance,eventlet,17.0,5.0,0.0,0.0,5.0
openstack/glance,fcntl,1.0,1.0,0.0,0.0,1.0
openstack/glance,fixtures,14.0,1.0,0.0,0.0,1.0
openstack/glance,functools,9.0,6.0,0.0,0.0,6.0
openstack/glance,futurist,3.0,2.0,0.0,0.0,2.0
openstack/glance,gettext,1.0,1.0,0.0,0.0,1.0
openstack/glance,glance,0.0,0.0,99.0,35.0,35.0
openstack/glance,glance/api,66.0,7.0,299.0,38.0,45.0
openstack/glance,glance/async_,42.0,5.0,170.0,27.0,32.0
openstack/glance,glance/cmd,10.0,2.0,113.0,40.0,42.0
openstack/glance,glance/common,261.0,9.0,181.0,56.0,65.0
openstack/glance,glance/context,28.0,5.0,0.0,0.0,5.0
openstack/glance,glance/db,56.0,6.0,206.0,28.0,34.0
openstack/glance,glance/domain,25.0,5.0,13.0,8.0,13.0
openstack/glance,glance/gateway,21.0,3.0,0.0,0.0,3.0
openstack/glance,glance/hacking,1.0,1.0,2.0,2.0,3.0
openstack/glance,glance/housekeeping,3.0,2.0,0.0,0.0,2.0
openstack/glance,glance/i18n,149.0,10.0,0.0,0.0,10.0
openstack/glance,glance/image_cache,20.0,4.0,65.0,19.0,23.0
openstack/glance,glance/location,3.0,2.0,0.0,0.0,2.0
openstack/glance,glance/notifier,22.0,5.0,0.0,0.0,5.0
openstack/glance,glance/policies,2.0,2.0,11.0,3.0,5.0
openstack/glance,glance/quota,10.0,4.0,21.0,11.0,15.0
openstack/glance,glance/schema,10.0,2.0,0.0,0.0,2.0
openstack/glance,glance/scrubber,4.0,4.0,0.0,0.0,4.0
openstack/glance,glance/tests,0.0,0.0,916.0,92.0,92.0
openstack/glance,glance/version,4.0,3.0,0.0,0.0,3.0
openstack/glance,glance_store,70.0,8.0,0.0,0.0,8.0
openstack/glance,gzip,1.0,1.0,0.0,0.0,1.0
openstack/glance,hacking,1.0,1.0,0.0,0.0,1.0
openstack/glance,hashlib,4.0,2.0,0.0,0.0,2.0
openstack/glance,http,53.0,4.0,0.0,0.0,4.0
openstack/glance,httplib2,9.0,2.0,0.0,0.0,2.0
openstack/glance,importlib,1.0,1.0,0.0,0.0,1.0
openstack/glance,io,10.0,1.0,0.0,0.0,1.0
openstack/glance,iso8601,2.0,2.0,0.0,0.0,2.0
openstack/glance,itertools,3.0,3.0,0.0,0.0,3.0
openstack/glance,json,9.0,3.0,0.0,0.0,3.0
openstack/glance,jsonschema,1.0,1.0,0.0,0.0,1.0
openstack/glance,keystoneauth1,4.0,2.0,0.0,0.0,2.0
openstack/glance,keystoneclient,2.0,1.0,0.0,0.0,1.0
openstack/glance,lhafile,1.0,1.0,0.0,0.0,1.0
openstack/glance,logging,4.0,3.0,0.0,0.0,3.0
openstack/glance,openstack,2.0,1.0,0.0,0.0,1.0
openstack/glance,os,66.0,8.0,0.0,0.0,8.0
openstack/glance,os_win,3.0,3.0,0.0,0.0,3.0
openstack/glance,oslo_concurrency,17.0,5.0,0.0,0.0,5.0
openstack/glance,oslo_config,106.0,10.0,0.0,0.0,10.0
openstack/glance,oslo_context,1.0,1.0,0.0,0.0,1.0
openstack/glance,oslo_db,49.0,3.0,0.0,0.0,3.0
openstack/glance,oslo_i18n,1.0,1.0,0.0,0.0,1.0
openstack/glance,oslo_limit,6.0,2.0,0.0,0.0,2.0
openstack/glance,oslo_log,90.0,11.0,0.0,0.0,11.0
openstack/glance,oslo_messaging,2.0,2.0,0.0,0.0,2.0
openstack/glance,oslo_middleware,2.0,2.0,0.0,0.0,2.0
openstack/glance,oslo_policy,23.0,4.0,0.0,0.0,4.0
openstack/glance,oslo_reports,1.0,1.0,0.0,0.0,1.0
openstack/glance,oslo_serialization,43.0,7.0,0.0,0.0,7.0
openstack/glance,oslo_upgradecheck,3.0,2.0,0.0,0.0,2.0
openstack/glance,oslo_utils,115.0,10.0,0.0,0.0,10.0
openstack/glance,osprofiler,6.0,4.0,0.0,0.0,4.0
openstack/glance,paste,2.0,2.0,0.0,0.0,2.0
openstack/glance,pbr,1.0,1.0,0.0,0.0,1.0
openstack/glance,pkgutil,1.0,1.0,0.0,0.0,1.0
openstack/glance,platform,1.0,1.0,0.0,0.0,1.0
openstack/glance,prettytable,1.0,1.0,0.0,0.0,1.0
openstack/glance,psutil,1.0,1.0,0.0,0.0,1.0
openstack/glance,pydev,1.0,1.0,0.0,0.0,1.0
openstack/glance,pydevd,1.0,1.0,0.0,0.0,1.0
openstack/glance,queue,1.0,1.0,0.0,0.0,1.0
openstack/glance,random,1.0,1.0,0.0,0.0,1.0
openstack/glance,re,13.0,6.0,0.0,0.0,6.0
openstack/glance,requests,14.0,2.0,0.0,0.0,2.0
openstack/glance,resource,1.0,1.0,0.0,0.0,1.0
openstack/glance,retrying,1.0,1.0,0.0,0.0,1.0
openstack/glance,routes,4.0,3.0,0.0,0.0,3.0
openstack/glance,sendfile,2.0,2.0,0.0,0.0,2.0
openstack/glance,shlex,1.0,1.0,0.0,0.0,1.0
openstack/glance,shutil,8.0,2.0,0.0,0.0,2.0
openstack/glance,signal,4.0,3.0,0.0,0.0,3.0
openstack/glance,six,1.0,1.0,0.0,0.0,1.0
